ds,yhat,yhat_lower,yhat_upper
2013-02-06,15.657850408790393,14.978128563769143,16.402761577486885
2013-02-07,15.519226757467855,14.818501087909745,16.219791889520845
2013-02-08,15.63201067381003,14.894569197969505,16.357179079787173
2013-02-09,15.605430188309715,14.886360286694996,16.34370874249576
2013-02-10,12.246687085695994,11.544059851415545,13.024693533553918
2013-02-11,15.755225504932373,15.021226830787318,16.517953212933584
2013-02-12,15.749891646139995,15.082966058569685,16.423866320398787
2013-02-13,15.652954992018957,14.93152771771155,16.39503767316833
2013-02-14,15.526168999412617,14.786947930788022,16.249804101302566
2013-02-15,15.650182824624116,14.944379549931796,16.4101727237963
2013-02-16,15.633948103392967,14.9347726565373,16.37701344084473
2013-02-17,12.284428972810028,11.463009232410023,13.046806197830476
2013-02-18,15.800874770623183,15.077899690539846,16.49053639682966
2013-02-19,15.801982501014537,15.095708769628988,16.546439897551085
2013-02-20,15.70991945673094,14.992803660354257,16.472281628411807
2013-02-21,15.5863839739023,14.828942317780099,16.345232350267803
2013-02-22,15.712015940181127,14.956571759766243,16.454181626336144
2013-02-23,15.695801168097969,14.974428856629181,16.49905455848856
2013-02-24,12.344777941093568,11.623570503484654,13.09784507441394
2013-02-25,15.858305314353029,15.132393471346905,16.549722588613008
2013-02-26,15.855220426021084,15.118909411980608,16.61945968078572
2013-02-27,15.757855390504378,14.987317104961761,16.48590588372426
2013-02-28,15.62809194129913,14.8626780728721,16.355435397633446
2013-03-01,15.746765638602849,15.001752682502747,16.509764114575727
2013-03-02,15.723063945552763,14.983036064710234,16.47523523677138
2013-03-03,12.364226664379071,11.621589558376169,13.072133160369027
2013-03-04,15.869808489757803,15.131927853707948,16.619463995615035
2013-03-05,15.858831080409704,15.087477406146542,16.652379910685912
2013-03-06,15.753795360821785,15.03204775217114,16.526746882239596
2013-03-07,15.616732323679779,14.86963349635159,16.337950283002186
2013-03-08,15.728604228781876,15.046542754972268,16.455855938142967
2013-03-09,15.69870055373788,14.98866410143435,16.428701291945153
2013-03-10,12.334337210423227,11.529369429969373,13.061245055112877
2013-03-11,15.835118773306865,15.076928046642745,16.597283748265667
2013-03-12,15.820091094106571,15.105940673269776,16.552697606543774
2013-03-13,15.711754946066709,14.97028816002311,16.42224822745205
2013-03-14,15.572118888741565,14.836200758837991,16.30269015760097
2013-03-15,15.682103145293365,14.900537622093532,16.37699778567372
2013-03-16,15.650938728474165,14.9207556556488,16.39261729008321
2013-03-17,12.285870198858007,11.601670326603681,13.10106584084479
2013-03-18,15.786421664226793,15.065988894223104,16.499306999016813
2013-03-19,15.771553254629264,15.05141486731695,16.490016007086197
2013-03-20,15.663678579041655,14.885587606254713,16.461520591399548
2013-03-21,15.524721223545539,14.822252976057792,16.262011514484996
2013-03-22,15.635521962908584,14.940836269552674,16.380699602171806
2013-03-23,15.605240815637735,14.9302390456269,16.387976334502444
2013-03-24,12.241062237720522,11.543301633104681,12.959482845192525
2013-03-25,15.742462994987124,15.002621332991737,16.491284856035485
2013-03-26,15.728369901513105,14.997031452268455,16.45521353873234
2013-03-27,15.621177905355088,14.900490136620919,16.326065383200717
2013-03-28,15.482806579830687,14.690068807259783,16.15298092828685
2013-03-29,15.59410671251718,14.895143585396333,16.390210317840864
2013-03-30,15.564261164199761,14.79205580989301,16.26743584457474
2013-03-31,12.200488353560997,11.48063508244022,12.949538881923809
2013-04-01,15.702307985520722,14.933286343172423,16.483010525120925
2013-04-02,15.6886963022439,14.98399175625243,16.497444715142986
2013-04-03,15.582101440564248,14.87444698589568,16.29970577693488
2013-04-04,15.444497061921357,14.688875071929592,16.206317562095848
2013-04-05,15.556786059978743,14.840986987337386,16.354812260297543
2013-04-06,15.52819862828995,14.79612220159015,16.268725454375996
2013-04-07,12.165993150442855,11.461048505503943,12.92432260913364
2013-04-08,15.669719628312142,14.900340113433543,16.357343432560135
2013-04-09,15.658373014111438,14.933346515968864,16.314156942097103
2013-04-10,15.554407101513478,14.794938495804146,16.25511907204416
2013-04-11,15.419787198395076,14.647884895930275,16.153157604374712
2013-04-12,15.535393422278561,14.822033227274561,16.275591036872278
2013-04-13,15.510418918889117,14.73261483106523,16.23021913620817
2013-04-14,12.152071463569156,11.421561265327549,12.934393501436475
2013-04-15,15.659838138862114,14.887755264143408,16.417587755061952
2013-04-16,15.652640412829822,14.931054478935767,16.309488856119934
2013-04-17,15.552850214640936,14.803791946142521,16.27455614863243
2013-04-18,15.422345156038967,14.743122350959219,16.132219457923703
2013-04-19,15.541914652972102,14.79392117168396,16.264311804085203
2013-04-20,15.520661151223504,14.7723737965509,16.219516043232094
2013-04-21,12.165704812280287,11.428795970852475,12.93415863378788
2013-04-22,15.676451246912121,14.949325921359879,16.363959362597477
2013-04-23,15.671749514656346,14.950979300923276,16.469003088780603
2013-04-24,15.573910884175305,14.893756786568275,16.35138263276462
2013-04-25,15.444766408544155,14.77941063971396,16.225689973222742
2013-04-26,15.565074985864454,14.816164464591498,16.329560885516806
2013-04-27,15.543926038232547,14.829673901126624,16.32778987283565
2013-04-28,12.18844511066337,11.418679122497478,12.942120104201814
2013-04-29,15.698061939667955,14.86233012395837,16.390130958075535
2013-04-30,15.691668191336012,14.93016143387141,16.394793839412305
2013-05-01,15.591635364451939,14.876097675966557,16.324046363083387
2013-05-02,15.45987093098787,14.72202665619984,16.26788595626043
2013-05-03,15.577224433700726,14.794168330008244,16.275226882583084
2013-05-04,15.55288770986066,14.795873987333799,16.27635003561558
2013-05-05,12.194097636062619,11.50207965066782,12.892453921483
2013-05-06,15.700401019390112,14.972986102492818,16.37228160088841
2013-05-07,15.69080893396457,14.952047218591465,16.39110592794837
2013-05-08,15.587811102862775,14.786978115415918,16.366427073498738
2013-05-09,15.453428509031404,14.64061646679191,16.194315198756097
2013-05-10,15.568616054469041,14.841014349011134,16.283486937055244
2013-05-11,15.542659565075791,14.84183827074702,16.268346653835025
2013-05-12,12.182875616618515,11.43972580649951,12.956990051395364
2013-05-13,15.688873909988793,15.040140428264248,16.44781128674607
2013-05-14,15.679709572590477,14.945944836641907,16.38111223000092
2013-05-15,15.577896051491956,14.91588539351392,16.31890472590753
2013-05-16,15.445456830398646,14.700662563617666,16.18699763202269
2013-05-17,15.563327820158108,14.82491434541217,16.31061714552974
2013-05-18,15.540754730826713,14.833801260301394,16.33328838740893
2013-05-19,12.184993892310745,11.459781465186316,12.886935614548872
2013-05-20,15.69557622312501,14.996948751965299,16.427953060595094
2013-05-21,15.691461677503286,14.946458001458929,16.374131391732718
2013-05-22,15.595054772343612,14.831750883286915,16.290111015018695
2013-05-23,15.468259346899782,14.71901138573789,16.216700104371203
2013-05-24,15.59188431301758,14.84501857609888,16.29237394821021
2013-05-25,15.575044602552628,14.832639193909015,16.305466859978985
2013-05-26,12.224865670182382,11.537608953768256,12.955890684311425
2013-05-27,15.740751140051653,15.030592460806195,16.501771103734367
2013-05-28,15.741540814902768,15.034783744726607,16.500120174687428
2013-05-29,15.649529541598145,14.85298891704997,16.38461926611869
2013-05-30,15.526524985400215,14.734619584819287,16.2380003998311
2013-05-31,15.653241068970292,14.963536769699127,16.431337475893656
2013-06-01,15.638745762835114,14.904201585067646,16.363072141641148
2013-06-02,12.29012240861063,11.5880818180645,13.060332243218227
2013-06-03,15.80675323381573,15.092057199457397,16.54205156409275
2013-06-04,15.807477693630004,15.050468101711024,16.572069964814766
2013-06-05,15.714611038395297,14.976607786550446,16.44438197340737
2013-06-06,15.59000117266325,14.86967984071252,16.423866922731428
2013-06-07,15.714435505389202,15.009400350093381,16.395135545969143
2013-06-08,15.697041971249998,14.981030482395422,16.445275287557003
2013-06-09,12.344992586381192,11.598397500144886,13.050765561984575
2013-06-10,15.857769163613664,15.146738187902354,16.58565307603959
2013-06-11,15.854318473211778,15.105753862829527,16.61396094495343
2013-06-12,15.757067438408015,15.032457252493895,16.54177789177108
2013-06-13,15.62797653873695,14.935401416387467,16.314888366732855
2013-06-14,15.747943230593885,15.016384955052084,16.457899114307843
2013-06-15,15.726199672786262,15.054875935437918,16.422076715936253
2013-06-16,12.370013224063978,11.615293653213305,13.13407716025674
2013-06-17,15.878949432842822,15.134509095411643,16.59910664315158
2013-06-18,15.872024889262788,15.155845235658813,16.621164989949417
2013-06-19,15.771720599400071,14.993148301599122,16.447167677319467
2013-06-20,15.640034108911083,14.95078194596038,16.431901608332314
2013-06-21,15.757882222418802,15.061537726090142,16.448388347231454
2013-06-22,15.734498624058496,14.994423046028533,16.44026396376644
2013-06-23,12.377134864834098,11.620943000747461,13.112702858110895
2013-06-24,15.885324415980499,15.163417547858442,16.599805234040126
2013-06-25,15.878037118970063,15.174954591243793,16.608522425925518
2013-06-26,15.777694635194225,15.063877086901465,16.537194447041312
2013-06-27,15.646225050354383,14.955766023267403,16.41103436501663
2013-06-28,15.764468394069915,14.970099980120896,16.47444504699484
2013-06-29,15.741577284825608,14.945137181834546,16.439412624016267
2013-06-30,12.384709409538916,11.649828433056202,13.137637681941719
2013-07-01,15.893329694071468,15.207763770504402,16.623334251128714
2013-07-02,15.886332860438863,15.103240754261902,16.672920418037464
2013-07-03,15.78607339693346,15.091093247060437,16.488613958104256
2013-07-04,15.65442273461236,14.936304434704699,16.373920827326604
2013-07-05,15.772176955683067,15.018429544303201,16.53475918979292
2013-07-06,15.748459168255115,14.967953410035047,16.50755945540851
2013-07-07,12.390424849649985,11.699029078383706,13.057885380064732
2013-07-08,15.89752970761976,15.153574766926981,16.664364102549833
2013-07-09,15.888687258473041,15.131165584012095,16.61247500511272
2013-07-10,15.786286616123865,15.106656677740624,16.539951486364405
2013-07-11,15.652248564402125,14.929633923674054,16.41394794245536
2013-07-12,15.76743161975639,15.01994362331533,16.487575273017264
2013-07-13,15.741032271751003,14.987732670326194,16.50240826040118
2013-07-14,12.380287773335203,11.640683796793347,13.119199654685746
2013-07-15,15.884741114227793,15.114257223501518,16.645627523879924
2013-07-16,15.873395472877403,15.155677844706966,16.632017237697127
2013-07-17,15.768728745794476,15.015237014701478,16.49524821368485
2013-07-18,15.632746337135394,14.921993788392527,16.365058542836685
2013-07-19,15.746384027990443,15.009764122446006,16.48709902317675
2013-07-20,15.718905223341148,14.978569090401852,16.400294636612276
2013-07-21,12.357601053406963,11.630085166768032,13.026448019732218
2013-07-22,15.862053059255427,15.135501467293446,16.59665262085669
2013-07-23,15.851285841380179,15.104630765896085,16.585648040531005
2013-07-24,15.74778033915404,14.99859981812872,16.511338349503554
2013-07-25,15.613525974933122,14.925102891854026,16.33481570950893
2013-07-26,15.729423514099327,14.988649328323339,16.458330158728444
2013-07-27,15.704682949972037,14.986599093407671,16.461579304079052
2013-07-28,12.346524879954053,11.59486638880326,13.026574156196297
2013-07-29,15.854445071387179,15.093233759446443,16.52855766962907
2013-07-30,15.847217889709043,15.15814603074809,16.600797038752393
2013-07-31,15.747367455507431,14.985765434466694,16.47971851124858
2013-08-01,15.616768136609522,14.921825299572538,16.34573371163356
2013-08-02,15.736202663429697,14.97728654659321,16.444250892393935
2013-08-03,15.714763793032095,14.997736167361925,16.454149971383078
2013-08-04,12.35955952078596,11.635777314594872,13.063254013368168
2013-08-05,15.869981412402938,15.100344548848797,16.590542367765366
2013-08-06,15.864863257920533,15.12353002972187,16.629504797357907
2013-08-07,15.76650052289487,15.05107251849988,16.494954235316236
2013-08-08,15.636708629839681,14.904032642609094,16.395802750044073
2013-08-09,15.756231717129522,15.051452007712543,16.460310736062922
2013-08-10,15.734145984925574,15.017634228163068,16.519386098118012
2013-08-11,12.377565905728424,11.675149218379275,13.082466176103285
2013-08-12,15.885912825637613,15.17005574217379,16.57915923939848
2013-08-13,15.878073134191597,15.055681302798993,16.601475477872707
2013-08-14,15.776416478028871,15.048835636125151,16.503756624117276
2013-08-15,15.642852075642068,14.880992267401178,16.32527723273769
2013-08-16,15.758234828865564,15.064383016091135,16.54744989342587
2013-08-17,15.73176541158427,15.004160289309729,16.424646348335237
2013-08-18,12.370692705482124,11.588413892123432,13.121718634839265
2013-08-19,15.874578219445556,15.117067866274429,16.585415751429093
2013-08-20,15.862449796241123,15.164446615005462,16.613204225016116
2013-08-21,15.756815219325487,15.031658905590712,16.537493919386495
2013-08-22,15.619713921796444,14.936673286560813,16.36249566760133
2013-08-23,15.732118641151631,15.008450815112534,16.469523695617927
2013-08-24,15.703331346892925,14.987145824332131,16.475388969980582
2013-08-25,12.340681950561489,11.618441009613914,13.098536100777732
2013-08-26,15.84378956465556,15.105310242395475,16.617740654052046
2013-08-27,15.831713728280103,15.112906887289759,16.564340364906375
2013-08-28,15.72696630794311,14.953431132724623,16.460641260357757
2013-08-29,15.59134763652119,14.876434543284248,16.269607222682886
2013-08-30,15.705992343233223,14.9070093543003,16.41370092650148
2013-08-31,15.680122100985018,14.911785867129822,16.456382680269638
2013-09-01,12.320960915448467,11.62767542130821,13.079538311504999
2013-09-02,15.827999125515927,15.149982436369712,16.562031637596753
2013-09-03,15.82014818150261,15.047427377353667,16.569134183936377
2013-09-04,15.719756818544889,14.974030344962715,16.45627819630478
2013-09-05,15.588666785488416,14.80475084845368,16.364796209413523
2013-09-06,15.707619884269846,14.969497021251534,16.432132930059804
2013-09-07,15.6856605133794,14.970958636619592,16.389110579991666
2013-09-08,12.329842050122608,11.59968442998028,13.099470938315632
2013-09-09,15.839496625525456,15.086944401518727,16.60556169615315
2013-09-10,15.833395466067321,15.081842041482117,16.548878985305418
2013-09-11,15.73377024186744,15.001982674741551,16.430060085354942
2013-09-12,15.602373410918052,14.821358303524997,16.382121362982083
2013-09-13,15.719889156957693,15.013845504482356,16.448644541187114
2013-09-14,15.695338974495208,14.914508278278609,16.38425133036586
2013-09-15,12.335790118677112,11.626954951535883,13.064058461161332
2013-09-16,15.840626383021908,15.083910640850023,16.542275117320973
2013-09-17,15.828708318312934,15.113311367015694,16.562216049822336
2013-09-18,15.722393303922825,14.997384595891367,16.460334555921012
2013-09-19,15.583593466552545,14.8413094129841,16.32129599325038
2013-09-20,15.693183084134922,14.941868349696668,16.411638341547718
2013-09-21,15.660399602653229,14.972831651149168,16.408564077502
2013-09-22,12.292546590478313,11.530013050875601,13.077898603722478
2013-09-23,15.789258230465494,15.100052903012404,16.515644936791247
2013-09-24,15.769652627383815,15.060534617115014,16.527204886086626
2013-09-25,15.656344528592367,14.894743162345746,16.354763733528294
2013-09-26,15.511495657733818,14.715586348297986,16.202906451677705
2013-09-27,15.616214515264321,14.924870635477976,16.394539198722246
2013-09-28,15.579693719703341,14.821382447766052,16.36343101881784
2013-09-29,12.209674820913195,11.491238236300914,12.922760925219809
2013-09-30,15.705937630911398,14.95676794106209,16.41961649685801
2013-10-01,15.687704321909775,14.953065600471504,16.40395375552121
2013-10-02,15.57764768674717,14.83766348189869,16.321069008014764
2013-10-03,15.437938195639466,14.714888153375513,16.14253824331624
2013-10-04,15.549641830189794,14.867973888893832,16.285336251037737
2013-10-05,15.522113137521512,14.817143855610317,16.28916196035719
2013-10-06,12.162692105082119,11.38216331627937,12.87515808757722
2013-10-07,15.670964685658477,14.899551582143046,16.36547730777108
2013-10-08,15.665914423788777,14.911306011622221,16.385997711730607
2013-10-09,15.569935894435522,14.83457833028455,16.366183344261273
2013-10-10,15.444888200011054,14.681117307151393,16.17759636570235
2013-10-11,15.571500358019538,14.877891511724076,16.300021603707464
2013-10-12,15.558772837849276,14.835565774470819,16.285854510562405
2013-10-13,12.21368363321017,11.482716777442619,13.001830642368759
2013-10-14,15.7354584597337,15.067604088952049,16.484785678499556
2013-10-15,15.742732270720985,15.029954025863688,16.510874190578104
2013-10-16,15.657572531316763,14.951510783581282,16.347702461555425
2013-10-17,15.541542222117704,14.84673891625022,16.280935652476064
2013-10-18,15.675114132442923,14.954768324475205,16.39670645854989
2013-10-19,15.667080440522744,14.956348816533247,16.417297863353422
2013-10-20,12.324265723531553,11.562923370057257,13.105474108093599
2013-10-21,15.845802769517608,15.112090139032786,16.622399880101167
2013-10-22,15.850298197877965,15.124736524828245,16.608519183521704
2013-10-23,15.75985818039038,14.985992720069811,16.474695558539818
2013-10-24,15.63615212799604,14.832581563515717,16.374161157104968
2013-10-25,15.759825843759794,15.044945450598783,16.48965563073722
2013-10-26,15.739908128327588,15.025249937703261,16.518673057031098
2013-10-27,12.383519019939122,11.660737734499225,13.095051870856318
2013-10-28,15.890043128550046,15.20091758044802,16.620705006965235
2013-10-29,15.878575213486736,15.14838717228829,16.62184994149719
2013-10-30,15.771648467716409,15.067343027384553,16.51595187879426
2013-10-31,15.631383609026432,14.940842686307743,16.388889687301013
2013-11-01,15.738890532142776,14.982103527667567,16.508678264444168
2013-11-02,15.703662798443117,14.89247433113072,16.436911883068344
2013-11-03,12.333273456215682,11.59373124900234,13.037122935097813
2013-11-04,15.827631977240527,15.081432976682047,16.526096516781905
2013-11-05,15.806129784117918,15.070995369496618,16.57088114563786
2013-11-06,15.691645170095299,14.976634142257177,16.426199070156358
2013-11-07,15.546586015404127,14.825339588801851,16.308150398460985
2013-11-08,15.652282354385305,14.915318524811775,16.406567640811215
2013-11-09,15.618373334083119,14.899068096992279,16.383120053895293
2013-11-10,12.252497286235348,11.507356728898907,13.02521715122915
2013-11-11,15.754544884055848,15.045757788234523,16.49350740537063
2013-11-12,15.74380299510642,14.977955187344472,16.423853307670985
2013-11-13,15.642960115799667,14.894407526972977,16.447568260799063
2013-11-14,15.514151819200944,14.776045822264752,16.279341557863447
2013-11-15,15.638358240599741,14.925737791093557,16.39868345299986
2013-11-16,15.624798053874258,14.919868203912685,16.369340387590682
2013-11-17,12.280627517250384,11.581205187799462,13.053826012980053
2013-11-18,15.805204363085707,15.093758110611422,16.51263198644482
2013-11-19,15.81724389805322,15.105360979062194,16.533117259838882
2013-11-20,15.738837911356608,15.013647999153138,16.46776019683075
2013-11-21,15.631514499429077,14.974799952108992,16.36664156078418
2013-11-22,15.775650480082243,15.02843631500707,16.54413639333279
2013-11-23,15.779880479670405,15.042294906455293,16.513149471868232
2013-11-24,12.450810891893575,11.728218725236326,13.246040339334364
2013-11-25,15.987298104347246,15.250653831334699,16.723376358311334
2013-11-26,16.007617989934076,15.286698451039687,16.724192085180007
2013-11-27,15.933496849166655,15.233100512146777,16.64333331245243
2013-11-28,15.826181904590479,15.06485046111947,16.556030036363136
2013-11-29,15.965862111623101,15.236645866203862,16.7298719359728
2013-11-30,15.961083757680727,15.257813879172655,16.718618556823987
2013-12-01,12.61846854946763,11.891913601580695,13.343483143492424
2013-12-02,16.13699351741627,15.407945681125751,16.869811967262358
2013-12-03,16.13515966593613,15.353796834340656,16.849616001865314
2013-12-04,16.035019611587302,15.325656021299071,16.822545934963927
2013-12-05,15.898242054702298,15.207047570745534,16.633187557843485
2013-12-06,16.005524593821264,15.270484857490963,16.780362477168563
2013-12-07,15.965998907534436,15.280233409809759,16.7336150317819
2013-12-08,12.586936550547145,11.811638204668396,13.283583502185374
2013-12-09,16.06801491384805,15.345811862709281,16.83100193611491
2013-12-10,16.028470603955345,15.294010369427001,16.810136572035717
2013-12-11,15.891110844001963,15.148370154161837,16.59338164786189
2013-12-12,15.718361128340606,14.892695646982466,16.40295994998433
2013-12-13,15.79166104240264,15.082326345729609,16.51108843463011
2013-12-14,15.720852680128067,15.046182033088751,16.461519337113273
2013-12-15,12.313870309189959,11.570461665294337,13.058883743620301
2013-12-16,15.770991222897146,14.956237352463097,16.49245529931361
2013-12-17,15.711975397640419,15.008837105775404,16.47981469957881
2013-12-18,15.560064889760506,14.861952424804908,16.279076752892443
2013-12-19,15.378021491944295,14.64385075489029,16.12486885476283
2013-12-20,15.447514800858036,14.64353494109334,16.22486816139095
2013-12-21,15.378505312506693,14.642934185900307,16.12777092291111
2013-12-22,11.978931320790464,11.217960640789958,12.714479750356233
2013-12-23,15.448959620021563,14.756167678067884,16.169417987693517
2013-12-24,15.408127628746307,14.669287875238112,16.14122386535789
2013-12-25,15.279347802890895,14.53343567819919,15.977925275686518
2013-12-26,15.124952730898809,14.356592075556636,15.846889748243035
2013-12-27,15.22609287525589,14.493211311538847,15.970096852276306
2013-12-28,15.192131342156687,14.517850327137547,15.92847244092343
2013-12-29,11.830344158224374,11.074012525906323,12.563619199289803
2013-12-30,15.340185737394737,14.592527655514862,16.087992451337765
2013-12-31,15.34044679236107,14.590953055544968,16.077980922116655
2014-01-01,15.253275178601857,14.497798168801552,16.025015231612706
2014-01-02,15.140237670395557,14.387153769778143,15.846805332896512
2014-01-03,15.281734237981082,14.632445735873713,16.022640177533336
2014-01-04,15.286408814146302,14.516831819853586,16.024960234242254
2014-01-05,11.9608646662176,11.226620339324066,12.686507872423558
2014-01-06,15.503943701521166,14.742037418797576,16.202046613489006
2014-01-07,15.533896653493896,14.785102983310145,16.27805342213632
2014-01-08,15.472414366003585,14.767031102995784,16.211889183574563
2014-01-09,15.380697953549921,14.649079770826917,16.143148508181884
2014-01-10,15.53887923809638,14.821690391728174,16.280534445453302
2014-01-11,15.555435339051785,14.877622346870334,16.31615787615089
2014-01-12,12.236905479599582,11.476930490790341,12.966695370699416
2014-01-13,15.782169343678914,15.068907496797602,16.56765782317787
2014-01-14,15.809613995851313,15.045850585997885,16.57813071981657
2014-01-15,15.741159702245103,15.051331491287634,16.472497605087685
2014-01-16,15.63832260295762,14.8979861174915,16.37440110201372
2014-01-17,15.781625856538673,15.020652108586429,16.522221546025673
2014-01-18,15.780003393090599,14.992292499516461,16.465616925802955
2014-01-19,12.440504632622195,11.687861493478353,13.235668365383916
2014-01-20,15.96255982209944,15.233446630034937,16.714917887106722
2014-01-21,15.965133338541095,15.280994995983805,16.697233143374707
2014-01-22,15.870735640096981,15.12281899239366,16.60183780691331
2014-01-23,15.741472157786443,15.02922035890772,16.447561244909544
2014-01-24,15.858441081325214,15.187392055382928,16.584493858517906
2014-01-25,15.831124489831266,15.066551402917312,16.559976624874988
2014-01-26,12.467081474271042,11.696131398182235,13.179903928595659
2014-01-27,15.966203159008701,15.25413087902077,16.756690995453503
2014-01-28,15.947857189735126,15.25311720651213,16.697817627624755
2014-01-29,15.83489254293256,15.066561264000436,16.530622824312236
2014-01-30,15.68968307751281,14.945849239971311,16.43162183476697
2014-01-31,15.793521859950204,15.07548195415858,16.56623833733541
2014-02-01,15.75601074289099,15.056281448985061,16.497522988563546
2014-02-02,12.384753821390483,11.651374666384125,13.14800892474627
2014-02-03,15.879614607449035,15.14671517136538,16.630052697238607
2014-02-04,15.859864374227604,15.19251440379188,16.578462446609286
2014-02-05,15.748192371662638,15.011503008247725,16.436244094586968
2014-02-06,15.606756143739755,14.88337957608931,16.335400436248502
2014-02-07,15.716583759349408,15.031605272672728,16.39434370153654
2014-02-08,15.686972193686174,14.87518634399295,16.361259138122243
2014-02-09,12.325190226107011,11.587745080146632,13.091282464194306
2014-02-10,15.830745427840856,15.063349113198814,16.54551163191829
2014-02-11,15.822542422587738,15.079256617740837,16.551837127154172
2014-02-12,15.722902859616001,14.999475361602912,16.450489692975225
2014-02-13,15.593625080227273,14.857798558127058,16.299415542976178
2014-02-14,15.715395059797212,14.989630480610481,16.482947763414398
2014-02-15,15.697192657274922,14.955796486604795,16.437828794424302
2014-02-16,12.346001363337646,11.632420782044171,13.05345496924092
2014-02-17,15.861080979043289,15.021983729199865,16.60501647147684
2014-02-18,15.861130303676646,15.135257028719955,16.588269577384352
2014-02-19,15.768310204939977,15.034733486975027,16.507846467977437
2014-02-20,15.644305025229723,14.90675754820394,16.38034374657041
2014-02-21,15.769733917233532,15.058081097845763,16.473530125845972
2014-02-22,15.753556189324827,15.017758381633264,16.47469052966114
2014-02-23,12.402778933976915,11.630377764851346,13.112174894814961
2014-02-24,15.916726486051186,15.183003496124035,16.650445676825612
2014-02-25,15.914198925398056,15.212507431024182,16.65597563992539
2014-02-26,15.817490167429245,15.079971708062605,16.559377355233014
2014-02-27,15.688443765608643,14.952451404300074,16.40316008717915
2014-02-28,15.80785821273563,15.107705908436898,16.547147605299067
2014-03-01,15.78488601459891,15.069038925568728,16.53667738379274
2014-03-02,12.426735002904199,11.660146992009173,13.17815324448284
2014-03-03,15.932931619919373,15.173531518264705,16.656644123034553
2014-03-04,15.92247356868851,15.23934359823382,16.634720905859744
2014-03-05,15.81784252242919,15.063012589139726,16.513419126961995
2014-03-06,15.681055163329995,14.986569218851429,16.47756523262911
2014-03-07,15.793064446744589,15.04789390231611,16.577714483731537
2014-03-08,15.763155452322483,15.009436614274742,16.45764604477576
2014-03-09,12.398644347422714,11.640694189330242,13.128559548230998
2014-03-10,15.899140224468475,15.169805358714033,16.64692154549654
2014-03-11,15.883697206356667,15.137974301252903,16.61149322545505
2014-03-12,15.774827485370194,15.016958297570694,16.497553979551252
2014-03-13,15.634553511619794,14.937473464363642,16.431513762710665
2014-03-14,15.743811148844381,15.010974464795593,16.454652206030797
2014-03-15,15.71184806052139,14.972664150640115,16.440097921852928
2014-03-16,12.345925736126635,11.59333737607486,13.092844939515992
2014-03-17,15.84558479146397,15.090755554120815,16.529325120785998
2014-03-18,15.829800800769924,15.07956132228969,16.519858837067016
2014-03-19,15.721001186826465,14.964171569705117,16.422304066261372
2014-03-20,15.581121246333906,14.879546535217289,16.32773926407332
2014-03-21,15.69101099567046,14.959319842768993,16.39435296444134
2014-03-22,15.659836976548597,14.894452480873701,16.40770642911377
2014-03-23,12.294787321739605,11.536818412994121,13.048149600314202
2014-03-24,15.79533962149748,15.077973468811868,16.56480285398142
2014-03-25,15.780418774583662,15.040980389199282,16.471803170021833
2014-03-26,15.672415296858363,14.961738776880951,16.44521022597057
